image_path,label
C:\Users\csais\Desktop\total1\Melanoma\ISIC_0010360_seg_180.jpg,1
C:\Users\csais\Desktop\total1\benign\ISIC_0000081_seg_270.jpg,0
C:\Users\csais\Desktop\total1\Melanoma\ISIC_0014059_seg_90.jpg,1
C:\Users\csais\Desktop\total1\Melanoma\ISIC_0010231_seg_270.jpg,1
C:\Users\csais\Desktop\total1\Melanoma\ISIC_0013459_seg_270.jpg,1
C:\Users\csais\Desktop\total1\benign\ISIC_0000042_seg_270.jpg,0
C:\Users\csais\Desktop\total1\Melanoma\ISIC_0013572_seg_90.jpg,1
C:\Users\csais\Desktop\total1\benign\ISIC_0012291_seg_270.jpg,0
C:\Users\csais\Desktop\total1\Melanoma\ISIC_0001100_seg_180.jpg,1
C:\Users\csais\Desktop\total1\Melanoma\ISIC_0000487_seg_0.jpg,1
C:\Users\csais\Desktop\total1\benign\ISIC_0012543_seg_90.jpg,0
C:\Users\csais\Desktop\total1\Melanoma\ISIC_0000167_seg_270.jpg,1
C:\Users\csais\Desktop\total1\Melanoma\ISIC_0000022_seg_270.jpg,1
C:\Users\csais\Desktop\total1\Melanoma\ISIC_0012715_seg_0.jpg,1
C:\Users\csais\Desktop\total1\benign\ISIC_0013045_seg_90.jpg,0
C:\Users\csais\Desktop\total1\Melanoma\ISIC_0013565_seg_90.jpg,1
C:\Users\csais\Desktop\total1\benign\ISIC_0016064_seg_0.jpg,0
C:\Users\csais\Desktop\total1\benign\ISIC_0012433_seg_270.jpg,0
C:\Users\csais\Desktop\total1\benign\ISIC_0015939_seg_180.jpg,0
C:\Users\csais\Desktop\total1\Melanoma\ISIC_0000283_seg_180.jpg,1
C:\Users\csais\Desktop\total1\Melanoma\ISIC_0000285_seg_180.jpg,1
C:\Users\csais\Desktop\total1\Melanoma\ISIC_0011349_seg_0.jpg,1
C:\Users\csais\Desktop\total1\Melanoma\ISIC_0000004_seg_180.jpg,1
C:\Users\csais\Desktop\total1\Melanoma\ISIC_0014189_seg_0.jpg,1
C:\Users\csais\Desktop\total1\benign\ISIC_0015482_seg_180.jpg,0
C:\Users\csais\Desktop\total1\Melanoma\ISIC_0014369_seg_180.jpg,1
C:\Users\csais\Desktop\total1\Melanoma\ISIC_0013813 (1)_seg_0.jpg,1
C:\Users\csais\Desktop\total1\benign\ISIC_0000326_seg_270.jpg,0
C:\Users\csais\Desktop\total1\benign\ISIC_0000239_seg_270.jpg,0
C:\Users\csais\Desktop\total1\Melanoma\ISIC_0013814_seg_270.jpg,1
C:\Users\csais\Desktop\total1\benign\ISIC_0016036_seg_180.jpg,0
C:\Users\csais\Desktop\total1\benign\ISIC_0000342_seg_0.jpg,0
C:\Users\csais\Desktop\total1\Melanoma\ISIC_0010350_seg_270.jpg,1
C:\Users\csais\Desktop\total1\benign\ISIC_0016027_seg_180.jpg,0
C:\Users\csais\Desktop\total1\Melanoma\ISIC_0010476_seg_180.jpg,1
C:\Users\csais\Desktop\total1\Melanoma\ISIC_0013842_seg_0.jpg,1
C:\Users\csais\Desktop\total1\benign\ISIC_0000323_seg_270.jpg,0
C:\Users\csais\Desktop\total1\benign\ISIC_0000087_seg_0.jpg,0
C:\Users\csais\Desktop\total1\Melanoma\ISIC_0014434_seg_270.jpg,1
C:\Users\csais\Desktop\total1\benign\ISIC_0016022_seg_0.jpg,0
C:\Users\csais\Desktop\total1\benign\ISIC_0000092_seg_90.jpg,0
C:\Users\csais\Desktop\total1\benign\ISIC_0012294_seg_0.jpg,0
C:\Users\csais\Desktop\total1\benign\ISIC_0015959_seg_270.jpg,0
C:\Users\csais\Desktop\total1\Melanoma\ISIC_0013995_seg_0.jpg,1
C:\Users\csais\Desktop\total1\Melanoma\ISIC_0014171_seg_90.jpg,1
C:\Users\csais\Desktop\total1\benign\ISIC_0012227_seg_90.jpg,0
C:\Users\csais\Desktop\total1\benign\ISIC_0016064_seg_270.jpg,0
C:\Users\csais\Desktop\total1\benign\ISIC_0012952_seg_180.jpg,0
C:\Users\csais\Desktop\total1\benign\ISIC_0000066_seg_270.jpg,0
C:\Users\csais\Desktop\total1\benign\ISIC_0000017_seg_270.jpg,0
C:\Users\csais\Desktop\total1\benign\ISIC_0016016_seg_180.jpg,0
C:\Users\csais\Desktop\total1\benign\ISIC_0015455_seg_270.jpg,0
C:\Users\csais\Desktop\total1\Melanoma\ISIC_0011163_seg_270.jpg,1
C:\Users\csais\Desktop\total1\benign\ISIC_0016017_seg_180.jpg,0
C:\Users\csais\Desktop\total1\benign\ISIC_0012719_seg_180.jpg,0
C:\Users\csais\Desktop\total1\benign\ISIC_0000381_seg_0.jpg,0
C:\Users\csais\Desktop\total1\benign\ISIC_0015976_seg_90.jpg,0
C:\Users\csais\Desktop\total1\benign\ISIC_0016005_seg_270.jpg,0
C:\Users\csais\Desktop\total1\Melanoma\ISIC_0013986_seg_0.jpg,1
C:\Users\csais\Desktop\total1\benign\ISIC_0015631_seg_90.jpg,0
C:\Users\csais\Desktop\total1\benign\ISIC_0016031_seg_90.jpg,0
C:\Users\csais\Desktop\total1\benign\ISIC_0016053_seg_270.jpg,0
C:\Users\csais\Desktop\total1\Melanoma\ISIC_0000049_seg_90.jpg,1
C:\Users\csais\Desktop\total1\Melanoma\ISIC_0013831_seg_270.jpg,1
C:\Users\csais\Desktop\total1\Melanoma\ISIC_0009905_seg_0.jpg,1
C:\Users\csais\Desktop\total1\benign\ISIC_0000357_seg_270.jpg,0
C:\Users\csais\Desktop\total1\benign\ISIC_0000260_seg_180.jpg,0
C:\Users\csais\Desktop\total1\benign\ISIC_0000237_seg_270.jpg,0
C:\Users\csais\Desktop\total1\benign\ISIC_0016037_seg_270.jpg,0
C:\Users\csais\Desktop\total1\Melanoma\ISIC_0000290_seg_90.jpg,1
C:\Users\csais\Desktop\total1\Melanoma\ISIC_0000148_seg_90.jpg,1
C:\Users\csais\Desktop\total1\benign\ISIC_0012810_seg_0.jpg,0
C:\Users\csais\Desktop\total1\Melanoma\ISIC_0013986_seg_90.jpg,1
C:\Users\csais\Desktop\total1\Melanoma\ISIC_0000022_seg_90.jpg,1
C:\Users\csais\Desktop\total1\benign\ISIC_0015990_seg_270.jpg,0
C:\Users\csais\Desktop\total1\Melanoma\ISIC_0000288_seg_270.jpg,1
C:\Users\csais\Desktop\total1\benign\ISIC_0015416_seg_90.jpg,0
C:\Users\csais\Desktop\total1\benign\ISIC_0000244_seg_0.jpg,0
C:\Users\csais\Desktop\total1\Melanoma\ISIC_0013588_seg_0.jpg,1
C:\Users\csais\Desktop\total1\Melanoma\ISIC_0001105_seg_270.jpg,1
C:\Users\csais\Desktop\total1\benign\ISIC_0000383_seg_0.jpg,0
C:\Users\csais\Desktop\total1\Melanoma\ISIC_0000522_seg_180.jpg,1
C:\Users\csais\Desktop\total1\Melanoma\ISIC_0011118_seg_90.jpg,1
C:\Users\csais\Desktop\total1\Melanoma\ISIC_0010241_seg_0.jpg,1
C:\Users\csais\Desktop\total1\benign\ISIC_0000216_seg_0.jpg,0
C:\Users\csais\Desktop\total1\Melanoma\ISIC_0013777_seg_180.jpg,1
C:\Users\csais\Desktop\total1\benign\ISIC_0000057_seg_90.jpg,0
C:\Users\csais\Desktop\total1\benign\ISIC_0012459_seg_270.jpg,0
C:\Users\csais\Desktop\total1\benign\ISIC_0000000_seg_0.jpg,0
C:\Users\csais\Desktop\total1\benign\ISIC_0015951_seg_180.jpg,0
C:\Users\csais\Desktop\total1\benign\ISIC_0012932_seg_90.jpg,0
C:\Users\csais\Desktop\total1\Melanoma\ISIC_0011166_seg_270.jpg,1
C:\Users\csais\Desktop\total1\benign\ISIC_0000179_seg_180.jpg,0
C:\Users\csais\Desktop\total1\Melanoma\ISIC_0013573_seg_0.jpg,1
C:\Users\csais\Desktop\total1\benign\ISIC_0000069_seg_0.jpg,0
C:\Users\csais\Desktop\total1\benign\ISIC_0000011_seg_90.jpg,0
C:\Users\csais\Desktop\total1\benign\ISIC_0000055_seg_270.jpg,0
C:\Users\csais\Desktop\total1\benign\ISIC_0000073_seg_180.jpg,0
C:\Users\csais\Desktop\total1\Melanoma\ISIC_0014928_seg_180.jpg,1
C:\Users\csais\Desktop\total1\Melanoma\ISIC_0014932_seg_0.jpg,1
C:\Users\csais\Desktop\total1\Melanoma\ISIC_0014221_seg_0.jpg,1
C:\Users\csais\Desktop\total1\benign\ISIC_0012475_seg_180.jpg,0
C:\Users\csais\Desktop\total1\Melanoma\ISIC_0014423_seg_270.jpg,1
C:\Users\csais\Desktop\total1\Melanoma\ISIC_0000482_seg_180.jpg,1
C:\Users\csais\Desktop\total1\Melanoma\ISIC_0011126_seg_90.jpg,1
C:\Users\csais\Desktop\total1\benign\ISIC_0013150_seg_270.jpg,0
C:\Users\csais\Desktop\total1\Melanoma\ISIC_0000174_seg_90.jpg,1
C:\Users\csais\Desktop\total1\benign\ISIC_0000372_seg_180.jpg,0
C:\Users\csais\Desktop\total1\Melanoma\ISIC_0009955_seg_270.jpg,1
C:\Users\csais\Desktop\total1\Melanoma\ISIC_0013813_seg_0.jpg,1
C:\Users\csais\Desktop\total1\benign\ISIC_0000226_seg_0.jpg,0
C:\Users\csais\Desktop\total1\Melanoma\ISIC_0013925_seg_180.jpg,1
C:\Users\csais\Desktop\total1\benign\ISIC_0015991_seg_0.jpg,0
C:\Users\csais\Desktop\total1\benign\ISIC_0000184_seg_90.jpg,0
C:\Users\csais\Desktop\total1\benign\ISIC_0000119_seg_0.jpg,0
C:\Users\csais\Desktop\total1\Melanoma\ISIC_0011344_seg_180.jpg,1
C:\Users\csais\Desktop\total1\Melanoma\ISIC_0013739_seg_90.jpg,1
C:\Users\csais\Desktop\total1\benign\ISIC_0000135_seg_0.jpg,0
C:\Users\csais\Desktop\total1\benign\ISIC_0000112_seg_180.jpg,0
C:\Users\csais\Desktop\total1\Melanoma\ISIC_0013581_seg_90.jpg,1
C:\Users\csais\Desktop\total1\benign\ISIC_0000251_seg_90.jpg,0
C:\Users\csais\Desktop\total1\benign\ISIC_0000027_seg_270.jpg,0
C:\Users\csais\Desktop\total1\benign\ISIC_0000361_seg_0.jpg,0
C:\Users\csais\Desktop\total1\Melanoma\ISIC_0013414_seg_90.jpg,1
C:\Users\csais\Desktop\total1\benign\ISIC_0000357_seg_0.jpg,0
C:\Users\csais\Desktop\total1\benign\ISIC_0013033_seg_270.jpg,0
C:\Users\csais\Desktop\total1\benign\ISIC_0015481_seg_90.jpg,0
C:\Users\csais\Desktop\total1\benign\ISIC_0013065_seg_0.jpg,0
C:\Users\csais\Desktop\total1\Melanoma\ISIC_0014013_seg_90.jpg,1
C:\Users\csais\Desktop\total1\Melanoma\ISIC_0013775_seg_180.jpg,1
C:\Users\csais\Desktop\total1\Melanoma\ISIC_0000078_seg_180.jpg,1
C:\Users\csais\Desktop\total1\Melanoma\ISIC_0000152_seg_0.jpg,1
C:\Users\csais\Desktop\total1\benign\ISIC_0000331_seg_0.jpg,0
C:\Users\csais\Desktop\total1\benign\ISIC_0013190_seg_270.jpg,0
C:\Users\csais\Desktop\total1\benign\ISIC_0000068_seg_270.jpg,0
C:\Users\csais\Desktop\total1\Melanoma\ISIC_0015136_seg_90.jpg,1
C:\Users\csais\Desktop\total1\benign\ISIC_0000380_seg_0.jpg,0
C:\Users\csais\Desktop\total1\benign\ISIC_0015948_seg_270.jpg,0
C:\Users\csais\Desktop\total1\Melanoma\ISIC_0010863_seg_180.jpg,1
C:\Users\csais\Desktop\total1\benign\ISIC_0012294_seg_90.jpg,0
C:\Users\csais\Desktop\total1\Melanoma\ISIC_0000444_seg_0.jpg,1
C:\Users\csais\Desktop\total1\benign\ISIC_0016051_seg_90.jpg,0
C:\Users\csais\Desktop\total1\benign\ISIC_0016054_seg_180.jpg,0
C:\Users\csais\Desktop\total1\Melanoma\ISIC_0013626_seg_90.jpg,1
C:\Users\csais\Desktop\total1\benign\ISIC_0000232_seg_180.jpg,0
C:\Users\csais\Desktop\total1\benign\ISIC_0000224_seg_180.jpg,0
C:\Users\csais\Desktop\total1\benign\ISIC_0013063_seg_0.jpg,0
C:\Users\csais\Desktop\total1\benign\ISIC_0000269_seg_180.jpg,0
C:\Users\csais\Desktop\total1\benign\ISIC_0000348_seg_90.jpg,0
C:\Users\csais\Desktop\total1\Melanoma\ISIC_0000300_seg_0.jpg,1
C:\Users\csais\Desktop\total1\Melanoma\ISIC_0013997_seg_180.jpg,1
C:\Users\csais\Desktop\total1\Melanoma\ISIC_0011158_seg_0.jpg,1
C:\Users\csais\Desktop\total1\benign\ISIC_0015170_seg_0.jpg,0
C:\Users\csais\Desktop\total1\Melanoma\ISIC_0011166_seg_90.jpg,1
C:\Users\csais\Desktop\total1\benign\ISIC_0000197_seg_90.jpg,0
C:\Users\csais\Desktop\total1\benign\ISIC_0016054_seg_90.jpg,0
C:\Users\csais\Desktop\total1\Melanoma\ISIC_0013740_seg_180.jpg,1
C:\Users\csais\Desktop\total1\Melanoma\ISIC_0000552_seg_270.jpg,1
C:\Users\csais\Desktop\total1\benign\ISIC_0000354_seg_180.jpg,0
C:\Users\csais\Desktop\total1\benign\ISIC_0015984_seg_90.jpg,0
C:\Users\csais\Desktop\total1\benign\ISIC_0000192_seg_90.jpg,0
C:\Users\csais\Desktop\total1\benign\ISIC_0016024_seg_270.jpg,0
C:\Users\csais\Desktop\total1\Melanoma\ISIC_0011126_seg_270.jpg,1
C:\Users\csais\Desktop\total1\benign\ISIC_0000111_seg_90.jpg,0
C:\Users\csais\Desktop\total1\benign\ISIC_0015638_seg_180.jpg,0
C:\Users\csais\Desktop\total1\Melanoma\ISIC_0010860_seg_90.jpg,1
C:\Users\csais\Desktop\total1\benign\ISIC_0012217_seg_180.jpg,0
C:\Users\csais\Desktop\total1\Melanoma\ISIC_0000077_seg_0.jpg,1
C:\Users\csais\Desktop\total1\benign\ISIC_0000317_seg_90.jpg,0
C:\Users\csais\Desktop\total1\Melanoma\ISIC_0014826_seg_0.jpg,1
C:\Users\csais\Desktop\total1\Melanoma\ISIC_0013374_seg_0.jpg,1
C:\Users\csais\Desktop\total1\Melanoma\ISIC_0015136_seg_270.jpg,1
C:\Users\csais\Desktop\total1\benign\ISIC_0000223_seg_270.jpg,0
C:\Users\csais\Desktop\total1\Melanoma\ISIC_0013242_seg_90.jpg,1
C:\Users\csais\Desktop\total1\benign\ISIC_0000018_seg_270.jpg,0
C:\Users\csais\Desktop\total1\Melanoma\ISIC_0013606_seg_0.jpg,1
C:\Users\csais\Desktop\total1\Melanoma\ISIC_0013936_seg_90.jpg,1
C:\Users\csais\Desktop\total1\benign\ISIC_0000065_seg_270.jpg,0
C:\Users\csais\Desktop\total1\benign\ISIC_0000181_seg_180.jpg,0
C:\Users\csais\Desktop\total1\benign\ISIC_0015403_seg_90.jpg,0
C:\Users\csais\Desktop\total1\benign\ISIC_0015181_seg_180.jpg,0
C:\Users\csais\Desktop\total1\benign\ISIC_0000231_seg_270.jpg,0
C:\Users\csais\Desktop\total1\benign\ISIC_0000179_seg_0.jpg,0
C:\Users\csais\Desktop\total1\benign\ISIC_0000223_seg_0.jpg,0
C:\Users\csais\Desktop\total1\benign\ISIC_0000384_seg_90.jpg,0
C:\Users\csais\Desktop\total1\benign\ISIC_0015607_seg_90.jpg,0
C:\Users\csais\Desktop\total1\benign\ISIC_0013033_seg_0.jpg,0
C:\Users\csais\Desktop\total1\benign\ISIC_0015476_seg_180.jpg,0
C:\Users\csais\Desktop\total1\Melanoma\ISIC_0013414_seg_270.jpg,1
C:\Users\csais\Desktop\total1\Melanoma\ISIC_0010029_seg_180.jpg,1
C:\Users\csais\Desktop\total1\benign\ISIC_0000188_seg_270.jpg,0
C:\Users\csais\Desktop\total1\benign\ISIC_0000212_seg_90.jpg,0
C:\Users\csais\Desktop\total1\benign\ISIC_0012792_seg_0.jpg,0
C:\Users\csais\Desktop\total1\benign\ISIC_0015436_seg_0.jpg,0
C:\Users\csais\Desktop\total1\Melanoma\ISIC_0000043_seg_90.jpg,1
C:\Users\csais\Desktop\total1\benign\ISIC_0015485_seg_180.jpg,0
C:\Users\csais\Desktop\total1\benign\ISIC_0000358_seg_0.jpg,0
C:\Users\csais\Desktop\total1\benign\ISIC_0000191_seg_0.jpg,0
C:\Users\csais\Desktop\total1\benign\ISIC_0000019_seg_180.jpg,0
C:\Users\csais\Desktop\total1\benign\ISIC_0016045_seg_180.jpg,0
C:\Users\csais\Desktop\total1\Melanoma\ISIC_0010441_seg_270.jpg,1
C:\Users\csais\Desktop\total1\Melanoma\ISIC_0010080_seg_90.jpg,1
C:\Users\csais\Desktop\total1\Melanoma\ISIC_0000434_seg_90.jpg,1
C:\Users\csais\Desktop\total1\Melanoma\ISIC_0000281_seg_0.jpg,1
C:\Users\csais\Desktop\total1\benign\ISIC_0000097_seg_90.jpg,0
C:\Users\csais\Desktop\total1\benign\ISIC_0016029_seg_270.jpg,0
C:\Users\csais\Desktop\total1\benign\ISIC_0000253_seg_180.jpg,0
C:\Users\csais\Desktop\total1\benign\ISIC_0015965_seg_0.jpg,0
C:\Users\csais\Desktop\total1\benign\ISIC_0013056_seg_270.jpg,0
C:\Users\csais\Desktop\total1\benign\ISIC_0016014_seg_0.jpg,0
C:\Users\csais\Desktop\total1\benign\ISIC_0015965_seg_180.jpg,0
C:\Users\csais\Desktop\total1\benign\ISIC_0000032_seg_270.jpg,0
C:\Users\csais\Desktop\total1\Melanoma\ISIC_0012382_seg_0.jpg,1
C:\Users\csais\Desktop\total1\Melanoma\ISIC_0013594_seg_270.jpg,1
C:\Users\csais\Desktop\total1\benign\ISIC_0000274_seg_90.jpg,0
C:\Users\csais\Desktop\total1\benign\ISIC_0000324_seg_0.jpg,0
C:\Users\csais\Desktop\total1\benign\ISIC_0000132_seg_90.jpg,0
C:\Users\csais\Desktop\total1\benign\ISIC_0013014_seg_0.jpg,0
C:\Users\csais\Desktop\total1\Melanoma\ISIC_0000029_seg_0.jpg,1
C:\Users\csais\Desktop\total1\benign\ISIC_0015966_seg_0.jpg,0
C:\Users\csais\Desktop\total1\Melanoma\ISIC_0013652_seg_90.jpg,1
C:\Users\csais\Desktop\total1\benign\ISIC_0000108_seg_270.jpg,0
C:\Users\csais\Desktop\total1\benign\ISIC_0000128_seg_180.jpg,0
C:\Users\csais\Desktop\total1\benign\ISIC_0015945_seg_0.jpg,0
C:\Users\csais\Desktop\total1\benign\ISIC_0000129_seg_0.jpg,0
C:\Users\csais\Desktop\total1\Melanoma\ISIC_0000410_seg_0.jpg,1
C:\Users\csais\Desktop\total1\benign\ISIC_0015960_seg_90.jpg,0
C:\Users\csais\Desktop\total1\Melanoma\ISIC_0010207_seg_0.jpg,1
C:\Users\csais\Desktop\total1\Melanoma\ISIC_0010364_seg_90.jpg,1
C:\Users\csais\Desktop\total1\benign\ISIC_0000177_seg_180.jpg,0
C:\Users\csais\Desktop\total1\benign\ISIC_0015416_seg_180.jpg,0
C:\Users\csais\Desktop\total1\benign\ISIC_0015526_seg_0.jpg,0
C:\Users\csais\Desktop\total1\benign\ISIC_0000268_seg_90.jpg,0
C:\Users\csais\Desktop\total1\benign\ISIC_0016014_seg_270.jpg,0
C:\Users\csais\Desktop\total1\Melanoma\ISIC_0010597_seg_270.jpg,1
C:\Users\csais\Desktop\total1\benign\ISIC_0000069_seg_90.jpg,0
C:\Users\csais\Desktop\total1\benign\ISIC_0000203_seg_0.jpg,0
C:\Users\csais\Desktop\total1\benign\ISIC_0000182_seg_180.jpg,0
C:\Users\csais\Desktop\total1\Melanoma\ISIC_0000466_seg_90.jpg,1
C:\Users\csais\Desktop\total1\Melanoma\ISIC_0000314_seg_270.jpg,1
C:\Users\csais\Desktop\total1\benign\ISIC_0000324_seg_90.jpg,0
C:\Users\csais\Desktop\total1\benign\ISIC_0015947_seg_180.jpg,0
C:\Users\csais\Desktop\total1\benign\ISIC_0000371_seg_180.jpg,0
C:\Users\csais\Desktop\total1\benign\ISIC_0016029_seg_0.jpg,0
C:\Users\csais\Desktop\total1\benign\ISIC_0016013_seg_90.jpg,0
C:\Users\csais\Desktop\total1\benign\ISIC_0000199_seg_270.jpg,0
C:\Users\csais\Desktop\total1\Melanoma\ISIC_0014148_seg_90.jpg,1
C:\Users\csais\Desktop\total1\benign\ISIC_0016026_seg_90.jpg,0
C:\Users\csais\Desktop\total1\benign\ISIC_0000261_seg_90.jpg,0
C:\Users\csais\Desktop\total1\Melanoma\ISIC_0012298_seg_180.jpg,1
C:\Users\csais\Desktop\total1\benign\ISIC_0000365_seg_0.jpg,0
C:\Users\csais\Desktop\total1\Melanoma\ISIC_0001126_seg_0.jpg,1
C:\Users\csais\Desktop\total1\benign\ISIC_0000062_seg_90.jpg,0
C:\Users\csais\Desktop\total1\benign\ISIC_0012854_seg_90.jpg,0
C:\Users\csais\Desktop\total1\Melanoma\ISIC_0013530_seg_90.jpg,1
C:\Users\csais\Desktop\total1\benign\ISIC_0015395_seg_180.jpg,0
C:\Users\csais\Desktop\total1\benign\ISIC_0015992_seg_180.jpg,0
C:\Users\csais\Desktop\total1\benign\ISIC_0000123_seg_90.jpg,0
C:\Users\csais\Desktop\total1\benign\ISIC_0000352_seg_90.jpg,0
C:\Users\csais\Desktop\total1\Melanoma\ISIC_0010054_seg_270.jpg,1
C:\Users\csais\Desktop\total1\Melanoma\ISIC_0010241_seg_270.jpg,1
C:\Users\csais\Desktop\total1\Melanoma\ISIC_0013615_seg_270.jpg,1
C:\Users\csais\Desktop\total1\Melanoma\ISIC_0000013_seg_270.jpg,1
C:\Users\csais\Desktop\total1\benign\ISIC_0000097_seg_180.jpg,0
C:\Users\csais\Desktop\total1\Melanoma\ISIC_0012701_seg_270.jpg,1
C:\Users\csais\Desktop\total1\benign\ISIC_0000240_seg_180.jpg,0
C:\Users\csais\Desktop\total1\Melanoma\ISIC_0013672_seg_0.jpg,1
C:\Users\csais\Desktop\total1\Melanoma\ISIC_0000030_seg_90.jpg,1
C:\Users\csais\Desktop\total1\Melanoma\ISIC_0014173_seg_180.jpg,1
C:\Users\csais\Desktop\total1\Melanoma\ISIC_0013242_seg_270.jpg,1
C:\Users\csais\Desktop\total1\Melanoma\ISIC_0000310_seg_180.jpg,1
C:\Users\csais\Desktop\total1\Melanoma\ISIC_0009918_seg_180.jpg,1
C:\Users\csais\Desktop\total1\benign\ISIC_0012773_seg_0.jpg,0
C:\Users\csais\Desktop\total1\Melanoma\ISIC_0014963_seg_270.jpg,1
C:\Users\csais\Desktop\total1\benign\ISIC_0016014_seg_90.jpg,0
C:\Users\csais\Desktop\total1\Melanoma\ISIC_0013073_seg_180.jpg,1
C:\Users\csais\Desktop\total1\Melanoma\ISIC_0011305_seg_90.jpg,1
C:\Users\csais\Desktop\total1\Melanoma\ISIC_0014883_seg_180.jpg,1
C:\Users\csais\Desktop\total1\benign\ISIC_0016015_seg_180.jpg,0
C:\Users\csais\Desktop\total1\benign\ISIC_0000123_seg_0.jpg,0
C:\Users\csais\Desktop\total1\Melanoma\ISIC_0000302_seg_270.jpg,1
C:\Users\csais\Desktop\total1\Melanoma\ISIC_0000281_seg_270.jpg,1
C:\Users\csais\Desktop\total1\benign\ISIC_0012704_seg_90.jpg,0
C:\Users\csais\Desktop\total1\benign\ISIC_0013088_seg_0.jpg,0
C:\Users\csais\Desktop\total1\benign\ISIC_0000219_seg_0.jpg,0
C:\Users\csais\Desktop\total1\benign\ISIC_0000132_seg_270.jpg,0
C:\Users\csais\Desktop\total1\benign\ISIC_0000329_seg_270.jpg,0
C:\Users\csais\Desktop\total1\benign\ISIC_0000025_seg_0.jpg,0
C:\Users\csais\Desktop\total1\Melanoma\ISIC_0013986_seg_270.jpg,1
C:\Users\csais\Desktop\total1\Melanoma\ISIC_0009897_seg_270.jpg,1
C:\Users\csais\Desktop\total1\benign\ISIC_0000059_seg_0.jpg,0
C:\Users\csais\Desktop\total1\Melanoma\ISIC_0000301_seg_90.jpg,1
C:\Users\csais\Desktop\total1\Melanoma\ISIC_0010358_seg_180.jpg,1
C:\Users\csais\Desktop\total1\Melanoma\ISIC_0013984_seg_0.jpg,1
C:\Users\csais\Desktop\total1\Melanoma\ISIC_0015167_seg_180.jpg,1
C:\Users\csais\Desktop\total1\Melanoma\ISIC_0009910_seg_0.jpg,1
C:\Users\csais\Desktop\total1\benign\ISIC_0015383_seg_0.jpg,0
C:\Users\csais\Desktop\total1\benign\ISIC_0000331_seg_90.jpg,0
C:\Users\csais\Desktop\total1\benign\ISIC_0000343_seg_270.jpg,0
C:\Users\csais\Desktop\total1\Melanoma\ISIC_0000002_seg_270.jpg,1
C:\Users\csais\Desktop\total1\benign\ISIC_0000131_seg_90.jpg,0
C:\Users\csais\Desktop\total1\Melanoma\ISIC_0013995_seg_180.jpg,1
C:\Users\csais\Desktop\total1\benign\ISIC_0015997_seg_0.jpg,0
C:\Users\csais\Desktop\total1\benign\ISIC_0012342_seg_0.jpg,0
C:\Users\csais\Desktop\total1\benign\ISIC_0012416_seg_180.jpg,0
C:\Users\csais\Desktop\total1\benign\ISIC_0000126_seg_270.jpg,0
C:\Users\csais\Desktop\total1\Melanoma\ISIC_0013988_seg_180.jpg,1
C:\Users\csais\Desktop\total1\Melanoma\ISIC_0013995_seg_90.jpg,1
C:\Users\csais\Desktop\total1\Melanoma\ISIC_0012887_seg_90.jpg,1
C:\Users\csais\Desktop\total1\benign\ISIC_0000182_seg_0.jpg,0
C:\Users\csais\Desktop\total1\benign\ISIC_0000214_seg_0.jpg,0
C:\Users\csais\Desktop\total1\benign\ISIC_0015559_seg_90.jpg,0
C:\Users\csais\Desktop\total1\benign\ISIC_0000085_seg_90.jpg,0
C:\Users\csais\Desktop\total1\Melanoma\ISIC_0000412_seg_90.jpg,1
C:\Users\csais\Desktop\total1\benign\ISIC_0000336_seg_0.jpg,0
C:\Users\csais\Desktop\total1\Melanoma\ISIC_0013674_seg_90.jpg,1
C:\Users\csais\Desktop\total1\benign\ISIC_0015607_seg_180.jpg,0
C:\Users\csais\Desktop\total1\benign\ISIC_0015942_seg_90.jpg,0
C:\Users\csais\Desktop\total1\Melanoma\ISIC_0000139_seg_270.jpg,1
C:\Users\csais\Desktop\total1\benign\ISIC_0015390_seg_90.jpg,0
C:\Users\csais\Desktop\total1\benign\ISIC_0000119_seg_270.jpg,0
C:\Users\csais\Desktop\total1\benign\ISIC_0000192_seg_0.jpg,0
C:\Users\csais\Desktop\total1\benign\ISIC_0012884_seg_0.jpg,0
C:\Users\csais\Desktop\total1\benign\ISIC_0015967_seg_180.jpg,0
C:\Users\csais\Desktop\total1\benign\ISIC_0000212_seg_180.jpg,0
C:\Users\csais\Desktop\total1\Melanoma\ISIC_0001100_seg_270.jpg,1
C:\Users\csais\Desktop\total1\benign\ISIC_0015963_seg_180.jpg,0
C:\Users\csais\Desktop\total1\Melanoma\ISIC_0013969_seg_270.jpg,1
C:\Users\csais\Desktop\total1\benign\ISIC_0000206_seg_270.jpg,0
C:\Users\csais\Desktop\total1\benign\ISIC_0015966_seg_90.jpg,0
C:\Users\csais\Desktop\total1\benign\ISIC_0000113_seg_180.jpg,0
C:\Users\csais\Desktop\total1\benign\ISIC_0015638_seg_270.jpg,0
C:\Users\csais\Desktop\total1\benign\ISIC_0000023_seg_0.jpg,0
C:\Users\csais\Desktop\total1\Melanoma\ISIC_0014284_seg_90.jpg,1
C:\Users\csais\Desktop\total1\benign\ISIC_0000025_seg_270.jpg,0
C:\Users\csais\Desktop\total1\Melanoma\ISIC_0010329_seg_180.jpg,1
C:\Users\csais\Desktop\total1\Melanoma\ISIC_0000313_seg_0.jpg,1
C:\Users\csais\Desktop\total1\Melanoma\ISIC_0001128_seg_180.jpg,1
C:\Users\csais\Desktop\total1\benign\ISIC_0016048_seg_0.jpg,0
